"NEWID","DIRACC","DIRACC_","AGE_REF","AGE_REF_","AGE2","AGE2_","AS_COMP1","AS_C_MP1","AS_COMP2","AS_C_MP2","AS_COMP3","AS_C_MP3","AS_COMP4","AS_C_MP4","AS_COMP5","AS_C_MP5","BATHRMQ","BATHRMQ_","BEDROOMQ","BEDR_OMQ","BLS_URBN","BUILDING","BUIL_ING","CUTENURE","CUTE_URE","EARNCOMP","EARN_OMP","EDUC_REF","EDUC0REF","EDUCA2","EDUCA2_","FAM_SIZE","FAM__IZE","FAM_TYPE","FAM__YPE","FAMTFEDX","FAMT_EDX","FEDRFNDX","FEDR_NDX","FEDTAXX","FEDTAXX_","FGOVRETX","FGOV_ETX","FINCATAX","FINCAT_X","FINCBTAX","FINCBT_X","FINDRETX","FIND_ETX","FINLWT21","FJSSDEDX","FJSS_EDX","FPRIPENX","FPRI_ENX","FRRDEDX","FRRDEDX_","FRRETIRX","FRRE_IRX","FSALARYX","FSAL_RYX","FSLTAXX","FSLTAXX_","FSSIX","FSSIX_","HLFBATHQ","HLFB_THQ","INC_HRS1","INC__RS1","INC_HRS2","INC__RS2","INC_RANK","INC__ANK","INCNONW1","INCN_NW1","INCNONW2","INCN_NW2","INCOMEY1","INCO_EY1","INCOMEY2","INCO_EY2","INCWEEK1","INCW_EK1","INCWEEK2","INCW_EK2","MISCTAXX","MISC_AXX","LUMPSUMX","LUMP_UMX","MARITAL1","MARI_AL1","NO_EARNR","NO_E_RNR","NONINCMX","NONI_CMX","NUM_AUTO","NUM__UTO","OCCUCOD1","OCCU_OD1","OCCUCOD2","OCCU_OD2","OTHRINCX","OTHR_NCX","PERSLT18","PERS_T18","PERSOT64","PERS_T64","POPSIZE","PRINEARN","PRIN_ARN","QINTRVMO","QINTRVYR","RACE2","RACE2_","REF_RACE","REF__ACE","REGION","RENTEQVX","RENT_QVX","ROOMSQ","ROOMSQ_","SEX_REF","SEX_REF_","SEX2","SEX2_","SLOCTAXX","SLOC_AXX","SLRFUNDX","SLRF_NDX","SMSASTAT","ST_HOUS","ST_HOUS_","TOTTXPDX","TOTT_PDX","VEHQ","VEHQ_","WELFAREX","WELF_REX","WTREP01","WTREP02","WTREP03","WTREP04","WTREP05","WTREP06","WTREP07","WTREP08","WTREP09","WTREP10","WTREP11","WTREP12","WTREP13","WTREP14","WTREP15","WTREP16","WTREP17","WTREP18","WTREP19","WTREP20","WTREP21","WTREP22","WTREP23","WTREP24","WTREP25","WTREP26","WTREP27","WTREP28","WTREP29","WTREP30","WTREP31","WTREP32","WTREP33","WTREP34","WTREP35","WTREP36","WTREP37","WTREP38","WTREP39","WTREP40","WTREP41","WTREP42","WTREP43","WTREP44","TOTEXPPQ","TOTEXPCQ","FOODPQ","FOODCQ","FDHOMEPQ","FDHOMECQ","FDAWAYPQ","FDAWAYCQ","FDXMAPPQ","FDXMAPCQ","FDMAPPQ","FDMAPCQ","ALCBEVPQ","ALCBEVCQ","HOUSPQ","HOUSCQ","SHELTPQ","SHELTCQ","OWNDWEPQ","OWNDWECQ","MRTINTPQ","MRTINTCQ","PROPTXPQ","PROPTXCQ","MRPINSPQ","MRPINSCQ","RENDWEPQ","RENDWECQ","RNTXRPPQ","RNTXRPCQ","RNTAPYPQ","RNTAPYCQ","OTHLODPQ","OTHLODCQ","UTILPQ","UTILCQ","NTLGASPQ","NTLGASCQ","ELCTRCPQ","ELCTRCCQ","ALLFULPQ","ALLFULCQ","FULOILPQ","FULOILCQ","OTHFLSPQ","OTHFLSCQ","TELEPHPQ","TELEPHCQ","WATRPSPQ","WATRPSCQ","HOUSOPPQ","HOUSOPCQ","DOMSRVPQ","DOMSRVCQ","DMSXCCPQ","DMSXCCCQ","BBYDAYPQ","BBYDAYCQ","OTHHEXPQ","OTHHEXCQ","HOUSEQPQ","HOUSEQCQ","TEXTILPQ","TEXTILCQ","FURNTRPQ","FURNTRCQ","FLRCVRPQ","FLRCVRCQ","MAJAPPPQ","MAJAPPCQ","SMLAPPPQ","SMLAPPCQ","MISCEQPQ","MISCEQCQ","APPARPQ","APPARCQ","MENBOYPQ","MENBOYCQ","MENSIXPQ","MENSIXCQ","BOYFIFPQ","BOYFIFCQ","WOMGRLPQ","WOMGRLCQ","WOMSIXPQ","WOMSIXCQ","GRLFIFPQ","GRLFIFCQ","CHLDRNPQ","CHLDRNCQ","FOOTWRPQ","FOOTWRCQ","OTHAPLPQ","OTHAPLCQ","TRANSPQ","TRANSCQ","CARTKNPQ","CARTKNCQ","CARTKUPQ","CARTKUCQ","OTHVEHPQ","OTHVEHCQ","GASMOPQ","GASMOCQ","VEHFINPQ","VEHFINCQ","MAINRPPQ","MAINRPCQ","VEHINSPQ","VEHINSCQ","VRNTLOPQ","VRNTLOCQ","PUBTRAPQ","PUBTRACQ","TRNTRPPQ","TRNTRPCQ","TRNOTHPQ","TRNOTHCQ","HEALTHPQ","HEALTHCQ","HLTHINPQ","HLTHINCQ","MEDSRVPQ","MEDSRVCQ","PREDRGPQ","PREDRGCQ","MEDSUPPQ","MEDSUPCQ","ENTERTPQ","ENTERTCQ","FEEADMPQ","FEEADMCQ","TVRDIOPQ","TVRDIOCQ","OTHEQPPQ","OTHEQPCQ","PETTOYPQ","PETTOYCQ","OTHENTPQ","OTHENTCQ","PERSCAPQ","PERSCACQ","READPQ","READCQ","EDUCAPQ","EDUCACQ","TOBACCPQ","TOBACCCQ","MISCPQ","MISCCQ","MISC1PQ","MISC1CQ","MISC2PQ","MISC2CQ","CASHCOPQ","CASHCOCQ","PERINSPQ","PERINSCQ","LIFINSPQ","LIFINSCQ","RETPENPQ","RETPENCQ","HH_CU_Q","HH_CU_Q_","HHID","HHID_","SWIMPOOL","SWIM_OOL","APTMENT","APTMENT_","OFSTPARK","OFST_ARK","WINDOWAC","WIND_WAC","CNTRALAC","CNTR_LAC","CHILDAGE","CHIL_AGE","INCLASS","STATE","ERANKH","ERANKH_","TOTEX4PQ","TOTEX4CQ","MISCX4PQ","MISCX4CQ","VEHQL","VEHQL_","NUM_TVAN","NUM__VAN","TTOTALP","TTOTALC","TFOODTOP","TFOODTOC","TFOODAWP","TFOODAWC","TFOODHOP","TFOODHOC","TALCBEVP","TALCBEVC","TOTHRLOP","TOTHRLOC","TTRANPRP","TTRANPRC","TGASMOTP","TGASMOTC","TVRENTLP","TVRENTLC","TCARTRKP","TCARTRKC","TOTHVHRP","TOTHVHRC","TOTHTREP","TOTHTREC","TTRNTRIP","TTRNTRIC","TFAREP","TFAREC","TAIRFARP","TAIRFARC","TOTHFARP","TOTHFARC","TLOCALTP","TLOCALTC","TENTRMNP","TENTRMNC","TFEESADP","TFEESADC","TOTHENTP","TOTHENTC","OWNVACP","OWNVACC","VOTHRLOP","VOTHRLOC","VMISCHEP","VMISCHEC","UTILOWNP","UTILOWNC","VFUELOIP","VFUELOIC","VOTHRFLP","VOTHRFLC","VELECTRP","VELECTRC","VNATLGAP","VNATLGAC","VWATERPP","VWATERPC","MRTPRNOP","MRTPRNOC","UTILRNTP","UTILRNTC","RFUELOIP","RFUELOIC","ROTHRFLP","ROTHRFLC","RELECTRP","RELECTRC","RNATLGAP","RNATLGAC","RWATERPP","RWATERPC","PORCH","PORCH_","ETOTALP","ETOTALC","ETOTAPX4","ETOTACX4","EHOUSNGP","EHOUSNGC","ESHELTRP","ESHELTRC","EOWNDWLP","EOWNDWLC","EOTHLODP","EOTHLODC","EMRTPNOP","EMRTPNOC","EMRTPNVP","EMRTPNVC","ETRANPTP","ETRANPTC","EVEHPURP","EVEHPURC","ECARTKNP","ECARTKNC","ECARTKUP","ECARTKUC","EOTHVEHP","EOTHVEHC","EENTRMTP","EENTRMTC","EOTHENTP","EOTHENTC","ENOMOTRP","ENOMOTRC","EMOTRVHP","EMOTRVHC","EENTMSCP","EENTMSCC","EMISCELP","EMISCELC","EMISCMTP","EMISCMTC","UNISTRQ","UNISTRQ_","WELFREBX","WELF_EBX","LUMPSUMB","LUMP_UMB","LMPSUMBX","LMPS_MBX","OTHRINCB","OTHR_NCB","OTRINCBX","OTRI_CBX","INCLASS2","INCL_SS2","CUID","INTERI","HORREF1","HORREF1_","HORREF2","HORREF2_","ERANKHM","ERANKHM_","FAMTFEDM","FAMT_EDM","FAMTFED1","FAMTFED2","FAMTFED3","FAMTFED4","FAMTFED5","FGOVRETM","FGOV_ETM","FINCATXM","FINCA_XM","FINCATX1","FINCATX2","FINCATX3","FINCATX4","FINCATX5","FINCBTXM","FINCB_XM","FINCBTX1","FINCBTX2","FINCBTX3","FINCBTX4","FINCBTX5","FINCBTXI","FJSSDEDM","FJSS_EDM","FJSSDED1","FJSSDED2","FJSSDED3","FJSSDED4","FJSSDED5","FPRIPENM","FPRI_ENM","FRRDEDM","FRRDEDM_","FRRETIRM","FRRE_IRM","FRRETIR1","FRRETIR2","FRRETIR3","FRRETIR4","FRRETIR5","FRRETIRI","FSALARYM","FSAL_RYM","FSALARY1","FSALARY2","FSALARY3","FSALARY4","FSALARY5","FSALARYI","FSLTAXXM","FSLT_XXM","FSLTAXX1","FSLTAXX2","FSLTAXX3","FSLTAXX4","FSLTAXX5","FSSIXM","FSSIXM_","FSSIX1","FSSIX2","FSSIX3","FSSIX4","FSSIX5","FSSIXI","INC_RNKM","INC__NKM","INC_RNK1","INC_RNK2","INC_RNK3","INC_RNK4","INC_RNK5","OTHRINCM","OTHR_NCM","OTHRINC1","OTHRINC2","OTHRINC3","OTHRINC4","OTHRINC5","OTHRINCI","PRINERNM","PRIN_RNM","PRINERN1","PRINERN2","PRINERN3","PRINERN4","PRINERN5","TOTTXPDM","TOTT_PDM","TOTTXPD1","TOTTXPD2","TOTTXPD3","TOTTXPD4","TOTTXPD5","WELFAREM","WELF_REM","WELFARE1","WELFARE2","WELFARE3","WELFARE4","WELFARE5","WELFAREI","PSU","HISP_REF","HISP2","HIGH_EDU","BUILT","BUILT_","CREDFINX","CRED_INX","CREDITB","CREDITB_","CREDITBX","CRED_TBX","CREDITX","CREDITX_","CREDTYRX","CRED_YRX","CREDYRB","CREDYRB_","CREDYRBX","CRED_RBX","DEFBENRP","DEFB_NRP","EITC","EITC_","FFTA_OWE","FMLPYYRX","FMLP_YRX","FS_AMTX1","FS_AMTX2","FS_AMTX3","FS_AMTX4","FS_AMTX5","FS_AMTXI","FS_AMTXM","FS_MTHI","FS_MTHI_","FSMPFRMX","FSMP_RMX","FSMPFRX1","FSMPFRX2","FSMPFRX3","FSMPFRX4","FSMPFRX5","FSMPFRXI","FSMPFRXM","FSTA_OWE","INTRDVBX","INTR_VBX","INTRDVB","INTRDVB_","INTRDVX","INTRDVX_","INTRDVX1","INTRDVX2","INTRDVX3","INTRDVX4","INTRDVX5","INTRDVXI","INTRDVXM","IRAB","IRAB_","IRABX","IRABX_","IRAX","IRAX_","IRAYRB","IRAYRB_","IRAYRBX","IRAYRBX_","IRAYRX","IRAYRX_","JFS_AMT","JFS_AMT_","JFS_AMT1","JFS_AMT2","JFS_AMT3","JFS_AMT4","JFS_AMT5","JFS_AMTM","LIQDYRBX","LIQD_RBX","LIQUIDBX","LIQU_DBX","LIQUDYRB","LIQU_YRB","LIQUDYRX","LIQU_YRX","LIQUIDB","LIQUIDB_","LIQUIDX","LIQUIDX_","MEALSPAY","MEAL_PAY","MLPAYWKX","MLPA_WKX","MLPYQWKS","MLPY_WKS","NETRENTB","NETR_NTB","NETRENTX","NETR_NTX","NETRNTBX","NETR_TBX","NETRENT1","NETRENT2","NETRENT3","NETRENT4","NETRENT5","NETRENTI","NETRENTM","OTHASTBX","OTHA_TBX","OTHASTB","OTHASTB_","OTHASTX","OTHASTX_","OTHFINX","OTHFINX_","OTHLONBX","OTHL_NBX","OTHLYRBX","OTHL_RBX","OTHLNYRB","OTHL_YRB","OTHLNYRX","OTHL_YRX","OTHLOAN","OTHLOAN_","OTHLONB","OTHLONB_","OTHLONX","OTHLONX_","OTHREGBX","OTHR_GBX","OTHREGB","OTHREGB_","OTHREGX","OTHREGX_","OTHREGX1","OTHREGX2","OTHREGX3","OTHREGX4","OTHREGX5","OTHREGXI","OTHREGXM","OTHSYRBX","OTHS_RBX","OTHSTYRB","OTHS_YRB","OTHSTYRX","OTHS_YRX","RETS_RVB","RETSURVX","RETS_RVX","RETSRVBX","RETS_VBX","RETSURV","RETSURV_","RETSURV1","RETSURV2","RETSURV3","RETSURV4","RETSURV5","RETSURVB","RETSURVI","RETSURVM","ROYESTBX","ROYE_TBX","ROYESTB","ROYESTB_","ROYESTX","ROYESTX_","ROYESTX1","ROYESTX2","ROYESTX3","ROYESTX4","ROYESTX5","ROYESTXI","ROYESTXM","STCKYRBX","STCK_RBX","STDNTYRB","STDN_YRB","STDNTYRX","STDN_YRX","STDTYRBX","STDT_RBX","STOCKYRB","STOC_YRB","STOCKYRX","STOC_YRX","STOCKB","STOCKB_","STOCKBX","STOCKBX_","STOCKX","STOCKX_","STUDFINX","STUD_INX","STUDNTBX","STUD_TBX","STUDNTB","STUDNTB_","STUDNTX","STUDNTX_","WHLFYRBX","WHLF_RBX","WHLFYRB","WHLFYRB_","WHLFYRX","WHLFYRX_","WHOLIFBX","WHOL_FBX","WHOLIFB","WHOLIFB_","WHOLIFX","WHOLIFX_","FSMP_RXM","INTR_VXM","NETR_NTM","OTHR_GXM","RETS_RVM","ROYE_TXM","FINATXEM","FINAT_EM","FINATXE1","FINATXE2","FINATXE3","FINATXE4","FINATXE5","TOTXEST","FFTAXOWE","FSTAXOWE"
2680255,"1","D",49,"D",58,"D",1,"D",1,"D",0,"D",0,"D",0,"D",3,"D",3,"D","1","11","D","1","D","2","D","16","D","16","D",2,"D","1","D",0,"D",.,"A",10000,"D",0,"D",248929,"T",260929,"T",0,"D",19477.771,15242,"T",0,"D",0,"D",0,"D",260729,"T",0,"D",0,"D",0,"D",70,"D",70,"D",0.9775077,"T",,"A",,"A","1","D","1","D",52,"D",52,"D",.,"A",.,"A","1","D",2,"D",0,"D",1,"D","03","D","03","D",.,"A",0,"D",0,"D","1","02","D","04","2014","1","D","1","D","4",3000,"D",10,"D","2","D","1","D",2000,"D",.,"A","1","2","D",12000,"D",2,"D",.,"A",.,42791.281,39089.777,.,.,.,40313.849,.,.,.,.,.,37047.848,38570.993,38481.445,.,37684.577,.,.,.,39579.655,38166.457,37887.119,34951.155,39005.769,.,40726.527,37225.465,39664.04,.,.,38609.008,.,36864.874,.,.,38820.441,39703.502,.,36017.314,37003.901,.,37544.157,.,42536.9795,0,5620,0,2020,0,3600,0,3600,0,0,0,0,0,8769,0,6734,0,5934,0,3934,0,2000,0,0,0,0,0,0,0,0,0,800,0,1576,0,132,0,334,0,0,0,0,0,0,0,690,0,420,0,350,0,220,0,220,0,0,0,130,0,109,0,0,0,0,0,0,0,0,0,0,0,109,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,8233,0,0,0,0,0,0,0,3150,0,0,0,1778,0,600,0,805,0,1900,0,1900,0,0,0,2205,0,2100,0,105,0,0,0,0,0,2091,0,456,0,224,0,1411,0,0,0,1411,0,300,0,150,0,0,0,0,0,24,0,24,0,0,0,12000,0,2844.9795,0,75,0,2769.9795,0,1,"D",.,"A",,"A",,"A","02","D",,"A","05","D","0","D","09","06",0.9860701,"D",42536.9795,0,24,0,0,"D",1,"D",3900,0,1200,0,1000,0,200,0,0,0,800,0,1900,0,0,0,0,0,0,0,0,0,0,0,1900,0,1800,0,1400,0,400,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"A",44302.98,0,44302.98,0,10535,0,8500,0,7700,0,800,0,1766,0,0,0,8233,0,0,0,0,0,0,0,0,0,2091,0,1411,0,0,0,0,0,1411,0,24,0,0,0,"03","D",.,"A",,"A",.,"A",,"A",.,"A","6","D",268025,5,,"A",,"A",0.987373,"D",0,"D",0,0,0,0,0,0,"D",202244,"T",202079,202093,201402,202972,202673,214244,"T",214079,214093,213402,214972,214673,302,11079.9,"T",11062,11071,11017,11140,11111,0,"D",0,"D",0,"D",0,0,0,0,0,100,214182.2,"T",213945,214064,213352,214962,214587,301,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,100,0.9583042,"T",0.9579846,0.9563528,0.9578746,0.9584329,0.9575927,.,"A",.,.,.,.,.,100,"02","D","02","02","02","02","02",12000,"D",12000,12000,12000,12000,12000,.,"A",.,.,.,.,.,100,"1422","2","2","16","1992","D",.,"A",,"A",.,"A",.,"A",.,"A",,"A",.,"A","2","D","2","D","D",.,"A",.,.,.,.,.,100,.,.,"A",0,"D",0,0,0,0,0,100,0,"D",200,"D","01","D",.,"C",134,29,50,10,86,301,62,,"A",.,"A",500000,"D",,"A",.,"A",250000,"D",0,"D",0,0,0,0,0,0,.,"A",.,"A",,"A",4000,"D",,"A",4000,"D","2","D",.,"A",.,"A",,"A",.,"A",.,"A",.,.,.,.,.,100,.,.,"A",,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A","2","D",,"A",.,"A",.,"A",,"A",.,"A",.,.,.,.,.,100,.,.,"A",,"A",.,"A","A",.,"A",.,"A","2","D",.,.,.,.,.,,100,.,.,"A",,"A",.,"A",.,.,.,.,.,100,.,.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A","D","D","A","A","A","A",182381,"T",182216,182230,181539,183109,182810,31863,23642,8221
2680285,"1","D",75,"D",76,"D",1,"D",1,"D",0,"D",0,"D",0,"D",3,"D",4,"D","1","11","D","2","D","2","D","13","D","13","D",2,"D","1","D",0,"D",.,"C",.,"A",0,"D",150,"D",150,"D",0,"D",23406.693,0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",40,"D",16,"D",0.1347736,"A",,"A",,"A","3","D","1","D",52,"D",52,"D",.,"A",.,"A","1","D",2,"D",0,"D",2,"D","04","D","10","D",.,"A",0,"D",2,"D","4","01","D","04","2014","1","D","1","D","3",1300,"D",8,"D","2","D","1","D",.,"A",.,"C","1","2","D",0,"D",3,"D",.,"A",43838.315,.,.,.,43229.171,.,43939.071,46150.435,45326.122,.,.,.,.,.,46756.223,.,.,.,44587.808,45898.066,.,46537.147,.,43223.179,54818.282,.,.,49454.606,.,.,55400.061,.,47123.45,.,.,44571.796,47527.939,55833.551,.,43841.323,46555.093,47775.825,43930.458,55010.211,7791.1999,0,1670,0,780,0,890,0,890,0,0,0,229,0,2151,0,525,0,525,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,1470,0,492,0,379,0,0,0,0,0,0,0,462,0,137,0,156,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055,0,0,0,0,0,0,0,460,0,130,0,465,0,0,0,0,0,0,0,0,0,0,0,556,0,436,0,0,0,120,0,0,0,606,0,299,0,294,0,13,0,0,0,13,0,330,0,56,0,0,0,0,0,105,0,105,0,0,0,380,0,653.1999,0,171,0,482.1999,0,1,"D",.,"A",,"A",,"A","02","D",,"A","05","D","0","D","07","51",.,"A",7791.1999,0,105,0,0,"D",1,"D",386,0,240,0,240,0,0,0,10,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"03","D",8384.2,0,8384.2,0,2151,0,525,0,525,0,0,0,0,0,0,0,1648,0,723,0,723,0,0,0,0,0,606,0,13,0,0,0,0,0,13,0,105,0,0,0,"03","D",.,"A",,"A",.,"A",,"A",.,"A","7","D",268028,5,,"A",,"A",0.3886945,"D",0,"D",0,0,0,0,0,0,"D",49058.6,"D",33312,49543,66670,42362,53406,49058.6,"D",33312,49543,66670,42362,53406,204,1928.8,"D",1159,1968,3338,970,2209,0,"D",0,"D",23695.2,"D",18012,23664,22884,29532,24384,202,25213.4,"D",15150,25729,43636,12680,28872,202,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,100,0.5296693,"D",0.3805662,0.5401405,0.6558362,0.4763328,0.5705996,.,"A",.,.,.,.,.,100,"02","D","01","01","02","02","01",0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100,,"2","2","13","1965","D",.,"A",,"A",.,"A",.,"A",.,"A",,"A",.,"A","1","D","2","D","D",.,"A",.,.,.,.,.,100,.,.,"A",0,"D",0,0,0,0,0,100,0,"D",.,"A",,"A",150,"D",150,150,150,150,150,100,150,,"C",.,"B",.,"C",,"A",.,"A",.,"A",0,"D",0,0,0,0,0,0,.,"A",.,"B",,"A",.,"A",,"C",.,"C","2","D",.,"A",.,"A",,"A",.,"A",.,"A",.,.,.,.,.,100,.,.,"B",,"C",.,"C",.,"A",.,"A",.,"A",,"A",.,"A","2","D",,"A",.,"A",.,"A",,"A",.,"A",.,.,.,.,.,100,.,.,"A",,"A",.,"A","A",.,"A",.,"A","2","D",.,.,.,.,.,,100,.,.,"A",,"A",.,"A",.,.,.,.,.,100,.,.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"B",,"C",.,"C","D","D","A","A","A","A",48456.6,"D",32710,48941,66068,41760,52804,602,602,0
2680305,"1","D",51,"D",52,"D",2,"D",1,"D",0,"D",0,"D",0,"D",2,"D",3,"D","1","02","D","1","D","2","D","15","D","12","D",3,"D","3","D",0,"D",4000,"D",.,"A",0,"D",31550,"D",27400,"D",0,"D",19665.125,1683,"D",0,"D",0,"D",0,"D",22000,"D",0,"D",0,"D",1,"D",40,"D",30,"D",0.4431091,"A",,"A",,"A","1","D","1","D",3,"D",52,"D",.,"A",.,"A","1","D",2,"D",0,"D",1,"D","07","D","11","D",.,"A",1,"D",0,"D","1","02","D","04","2014","4","D","4","D","4",2500,"D",8,"D","2","D","1","D",.,"A",150,"D","1","2","D",-4150,"D",1,"D",.,"A",39425.285,.,38185.303,41259.976,39955.284,.,40012.603,37654.738,37579.754,36161.498,39683.109,.,.,.,41422.675,.,39017.926,43482.107,44657.758,.,.,.,.,.,39358.892,.,.,.,39295.807,42030.269,.,41619.216,.,34893.022,38582.778,.,.,38771.773,.,.,38496.59,.,35123.143,.,12974.1,0,1625,0,975,0,650,0,650,0,0,0,0,0,7099,0,5624,0,5624,0,4325,0,1000,0,299,0,0,0,0,0,0,0,0,0,1202,0,71,0,120,0,0,0,0,0,0,0,800,0,211,0,223,0,33,0,33,0,0,0,190,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,145,0,45,0,45,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,2462,0,0,0,0,0,0,0,750,0,0,0,0,0,254,0,1458,0,0,0,0,0,0,0,72,0,72,0,0,0,0,0,0,0,88,0,88,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,1083.1,0,106,0,977.1,0,2,"D",10,"D","01","D",,"A","02","D",,"A","05","D","5","D","08","06",.,"A",12974.1,0,0,0,1,"D",0,"D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"03","D",13964.1,0,13964.1,0,8089,0,6614,0,6614,0,0,0,990,0,0,0,2462,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,"06","D",.,"A",,"A",.,"A",,"A",.,"A","7","D",268030,5,,"A",,"A",0.6851696,"D",0,"D",0,0,0,0,0,0,"D",60637,"D",56550,48075,75116,55179,68265,56487,"D",52400,43925,70966,51029,64115,201,3908.4,"D",3596,2947,5016,3491,4492,0,"D",0,"D",0,"D",0,0,0,0,0,100,51087,"D",47000,38525,65566,45629,58715,201,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,100,0.5871061,"D",0.5520731,0.4893087,0.6792979,0.553479,0.6462457,.,"A",.,.,.,.,.,100,"01","D","01","02","01","01","01",-4150,"D",-4150,-4150,-4150,-4150,-4150,.,"A",.,.,.,.,.,100,"1419","2","2","15","1985","D",.,"A",,"A",.,"A",.,"A",.,"A",,"A",.,"A","2","D","2","D","D",.,"A",.,.,.,.,.,100,.,.,"A",0,"D",0,0,0,0,0,100,0,"D",.,"A",,"A",.,"A",.,.,.,.,.,100,.,,"A",.,"A",0,"D",,"A",.,"A",0,"D",0,"D",0,0,0,0,0,0,.,"A",.,"A",,"A",0,"D",,"A",0,"D","2","D",.,"A",.,"A",,"A",.,"A",.,"A",.,.,.,.,.,100,.,.,"A",,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A","2","D",,"A",.,"A",.,"A",,"A",5400,"D",5400,5400,5400,5400,5400,100,5400,.,"A",,"A",.,"A","A",.,"A",.,"A","2","D",.,.,.,.,.,,100,.,.,"A",,"A",.,"A",.,.,.,.,.,100,.,.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A","D","A","A","D","A","A",55065,"D",50978,42503,69544,49607,62693,1422,1416,6
