"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","TRNONCUX","TRNO_CUX","TRNONCUY","TRNO_CUY"
"20162","03186504",35,5,"1",12,"E","140","D"
"20162","03186504",35,6,"1",578,"E","150","D"
"20162","03186504",35,7,"1",36,"E","160","D"
"20162","03186504",35,8,"1",27,"E","170","D"
"20162","03186504",35,9,"1",102,"E","190","D"
"20162","03187974",48,0,"1",.,"H",,"A"
"20162","03187974",48,1,"1",37,"E","100","D"
"20162","03187974",48,2,"1",12,"E","110","D"
"20162","03187974",48,3,"1",25,"E","120","D"
"20162","03187974",48,4,"1",75,"E","130","D"
"20162","03187974",48,5,"1",4,"E","140","D"
"20162","03187974",48,6,"1",192,"E","150","D"
"20162","03187974",48,7,"1",12,"E","160","D"
"20162","03187974",48,8,"1",9,"E","170","D"
"20162","03187974",48,9,"1",34,"E","190","D"
"20162","03191554",16,0,"1",.,"H",,"A"
"20162","03191554",16,1,"1",69,"E","120","D"
"20162","03191554",16,2,"1",12,"E","140","D"
"20162","03191554",16,3,"1",527,"E","150","D"
"20162","03191554",16,4,"1",20,"E","160","D"
"20162","03191554",16,5,"1",55,"E","170","D"
"20162","03191554",16,6,"1",48,"E","180","D"
"20162","03191554",16,7,"1",70,"E","190","D"
"20162","03193474",34,0,"1",.,"H",,"A"
"20162","03193474",34,1,"1",34,"E","120","D"
"20162","03193474",34,2,"1",140,"E","130","D"
"20162","03193474",34,3,"1",5,"E","140","D"
"20162","03193474",34,4,"1",236,"E","150","D"
"20162","03193474",34,5,"1",9,"E","160","D"
"20162","03193474",34,6,"1",24,"E","170","D"
"20162","03193474",34,7,"1",21,"E","180","D"
"20162","03193474",34,8,"1",31,"E","190","D"
"20162","03195124",28,0,"1",.,"H",,"A"
"20162","03195124",28,1,"1",12,"E","120","D"
"20162","03195124",28,2,"1",2,"E","140","D"
"20162","03195124",28,3,"1",127,"E","150","D"
"20162","03195124",28,4,"1",22,"E","160","D"
"20162","03195124",28,5,"1",7,"E","170","D"
"20162","03195124",28,6,"1",163,"E","180","D"
"20162","03195124",28,7,"1",17,"E","190","D"
"20162","03209244",45,0,"1",.,"H",,"A"
"20162","03209244",45,1,"1",8,"E","120","D"
"20162","03209244",45,2,"1",44,"E","150","D"
"20162","03209244",45,3,"1",7,"E","160","D"
"20162","03209244",45,4,"1",2,"E","170","D"
"20162","03209244",45,5,"1",58,"E","180","D"
"20162","03209244",45,6,"1",6,"E","190","D"
"20162","03213554",46,0,"1",.,"H",,"A"
"20162","03213554",46,1,"1",34,"E","100","D"
"20162","03213554",46,2,"1",9,"E","110","D"
"20162","03213554",46,3,"1",10,"E","120","D"
"20162","03213554",46,4,"1",70,"E","130","D"
"20162","03213554",46,5,"1",2,"E","140","D"
"20162","03213554",46,6,"1",102,"E","150","D"
"20162","03213554",46,7,"1",18,"E","160","D"
"20162","03213554",46,8,"1",6,"E","170","D"
"20162","03213554",46,9,"1",135,"E","180","D"
"20162","03213554",46,10,"1",14,"E","190","D"
"20162","03227124",30,0,"1",.,"H",,"A"
"20162","03227124",30,1,"1",29,"E","200","D"
"20162","03227124",30,2,"1",49,"E","210","D"
"20162","03227124",30,3,"1",42,"E","220","D"
"20162","03228864",16,0,"1",.,"H",,"A"
"20162","03228864",16,1,"1",29,"E","100","D"
"20162","03228864",16,2,"1",8,"E","110","D"
"20162","03228864",16,3,"1",16,"E","120","D"
"20162","03228864",16,4,"1",2,"E","140","D"
"20162","03228864",16,5,"1",87,"E","150","D"
"20162","03228864",16,6,"1",16,"E","160","D"
"20162","03228864",16,7,"1",15,"E","170","D"
"20162","03228864",16,8,"1",19,"E","190","D"
"20162","03229534",26,0,"1",.,"H",,"A"
"20162","03229534",26,1,"1",56,"E","100","D"
"20162","03229534",26,2,"1",18,"E","110","D"
"20162","03229534",26,3,"1",31,"E","120","D"
"20162","03229534",26,4,"1",108,"E","130","D"
"20162","03229534",26,5,"1",4,"E","140","D"
"20162","03229534",26,6,"1",201,"E","150","D"
"20162","03229534",26,7,"1",68,"E","180","D"
"20162","03229534",26,8,"1",14,"E","190","D"
"20162","03230784",37,0,"1",.,"H",,"A"
"20162","03230784",37,1,"1",53,"E","120","D"
"20162","03230784",37,2,"1",9,"E","140","D"
"20162","03230784",37,3,"1",394,"E","150","D"
"20162","03230784",37,4,"1",15,"E","160","D"
"20162","03230784",37,5,"1",41,"E","170","D"
"20162","03230784",37,6,"1",36,"E","180","D"
"20162","03230784",37,7,"1",52,"E","190","D"
"20162","03231604",35,0,"1",.,"H",,"A"
"20162","03231604",35,1,"1",44,"E","100","D"
"20162","03231604",35,2,"1",11,"E","110","D"
"20162","03231604",35,3,"1",16,"E","120","D"
"20162","03231604",35,4,"1",79,"E","130","D"
"20162","03231604",35,5,"1",3,"E","140","D"
"20162","03231604",35,6,"1",133,"E","150","D"
"20162","03231604",35,7,"1",5,"E","160","D"
"20162","03231604",35,8,"1",14,"E","170","D"
"20162","03231604",35,9,"1",12,"E","180","D"
"20162","03231604",35,10,"1",17,"E","190","D"
"20162","03231604",35,11,"1",15,"E","200","D"
"20162","03231604",35,12,"1",28,"E","210","D"
"20162","03231604",35,13,"1",23,"E","220","D"
"20162","03236364",20,0,"1",.,"H",,"A"
"20162","03236364",20,1,"1",187,"E","120","D"
"20162","03236364",20,2,"1",28,"E","140","D"
"20162","03236364",20,3,"1",1187,"E","150","D"
"20162","03236364",20,4,"1",405,"E","180","D"
"20162","03236364",20,5,"1",85,"E","190","D"
"20162","03236394",63,0,"1",.,"H",,"A"
"20162","03236394",63,1,"1",27,"E","100","D"
"20162","03236394",63,2,"1",7,"E","110","D"
"20162","03236394",63,3,"1",13,"E","120","D"
"20162","03236394",63,4,"1",2,"E","140","D"
"20162","03236394",63,5,"1",118,"E","150","D"
"20162","03236394",63,6,"1",7,"E","160","D"
"20162","03236394",63,7,"1",5,"E","170","D"
"20162","03236394",63,8,"1",21,"E","190","D"
"20162","03248863",37,0,"1",.,"H",,"A"
"20162","03248863",37,1,"1",14,"E","120","D"
"20162","03248863",37,2,"1",75,"E","130","D"
"20162","03248863",37,3,"1",2,"E","140","D"
"20162","03248863",37,4,"1",118,"E","150","D"
"20162","03248863",37,5,"1",4,"E","160","D"
"20162","03248863",37,6,"1",12,"E","170","D"
"20162","03248863",37,7,"1",10,"E","180","D"
"20162","03248863",37,8,"1",15,"E","190","D"
"20162","03250483",23,0,"1",.,"H",,"A"
"20162","03250483",23,1,"1",53,"E","100","D"
"20162","03250483",23,2,"1",24,"E","110","D"
"20162","03250483",23,3,"1",34,"E","120","D"
"20162","03250483",23,4,"1",150,"E","130","D"
"20162","03250483",23,5,"1",4,"E","140","D"
"20162","03250483",23,6,"1",220,"E","150","D"
"20162","03250483",23,7,"1",61,"E","160","D"
"20162","03250483",23,8,"1",21,"E","170","D"
"20162","03250483",23,9,"1",33,"E","190","D"
"20162","03255513",25,0,"1",.,"H",,"A"
"20162","03255513",25,1,"1",61,"E","100","D"
"20162","03255513",25,2,"1",19,"E","110","D"
"20162","03259663",29,0,"1",.,"H",,"A"
"20162","03259663",29,1,"1",26,"E","120","D"
"20162","03259663",29,2,"1",98,"E","130","D"
"20162","03259663",29,3,"1",6,"E","140","D"
"20162","03259663",29,4,"1",157,"E","150","D"
"20162","03259663",29,5,"1",22,"E","160","D"
"20162","03259663",29,6,"1",4,"E","170","D"
"20162","03259663",29,7,"1",352,"E","180","D"
"20162","03259663",29,8,"1",20,"E","190","D"
"20162","03259663",29,9,"1",26,"E","200","D"
"20162","03259663",29,10,"1",48,"E","210","D"
"20162","03259663",29,11,"1",41,"E","220","D"
"20162","03271643",37,0,"1",.,"H",,"A"
"20162","03271643",37,1,"1",380,"E","130","D"
"20162","03273723",14,0,"1",.,"H",,"A"
"20162","03273723",14,1,"1",8,"E","100","D"
"20162","03273723",14,2,"1",3,"E","110","D"
"20162","03273723",14,3,"1",4,"E","120","D"
"20162","03273723",14,4,"1",34,"E","150","D"
"20162","03273723",14,5,"1",9,"E","160","D"
"20162","03273723",14,6,"1",3,"E","170","D"
"20162","03273723",14,7,"1",5,"E","190","D"
"20162","03273723",14,8,"1",8,"E","200","D"
"20162","03273723",14,9,"1",11,"E","210","D"
"20162","03274053",20,0,"1",.,"H",,"A"
"20162","03274053",20,1,"1",19,"E","120","D"
"20162","03274053",20,2,"1",3,"E","140","D"
"20162","03274053",20,3,"1",157,"E","150","D"
"20162","03274053",20,4,"1",6,"E","160","D"
"20162","03274053",20,5,"1",16,"E","170","D"
"20162","03274053",20,6,"1",14,"E","180","D"
"20162","03274053",20,7,"1",25,"E","190","D"
"20162","03274823",58,0,"1",.,"H",,"A"
"20162","03274823",58,1,"1",53,"E","100","D"
"20162","03274823",58,2,"1",15,"E","110","D"
"20162","03274823",58,3,"1",26,"E","120","D"
"20162","03274823",58,4,"1",116,"E","130","D"
"20162","03274823",58,5,"1",7,"E","140","D"
"20162","03274823",58,6,"1",179,"E","150","D"
"20162","03274823",58,7,"1",25,"E","160","D"
"20162","03274823",58,8,"1",5,"E","170","D"
"20162","03274823",58,9,"1",402,"E","180","D"
"20162","03274823",58,10,"1",22,"E","190","D"
"20162","03275383",58,0,"1",.,"H",,"A"
"20162","03275383",58,1,"1",16,"E","100","D"
"20162","03275383",58,2,"1",4,"E","110","D"
"20162","03275383",58,3,"1",4,"E","120","D"
"20162","03275383",58,4,"1",1,"E","140","D"
"20162","03275383",58,5,"1",49,"E","150","D"
"20162","03275383",58,6,"1",8,"E","160","D"
"20162","03275383",58,7,"1",3,"E","170","D"
"20162","03275383",58,8,"1",64,"E","180","D"
"20162","03275383",58,9,"1",11,"E","190","D"
"20162","03276043",28,0,"1",.,"H",,"A"
"20162","03276043",28,1,"1",14,"E","100","D"
"20162","03276043",28,2,"1",2,"E","110","D"
"20162","03276043",28,3,"1",3,"E","120","D"
"20162","03276043",28,4,"1",15,"E","130","D"
"20162","03276043",28,5,"1",1,"E","140","D"
"20162","03276043",28,6,"1",25,"E","150","D"
"20162","03276043",28,7,"1",3,"E","160","D"
"20162","03276043",28,8,"1",57,"E","180","D"
"20162","03276043",28,9,"1",3,"E","190","D"
"20162","03276043",28,10,"1",4,"E","200","D"
"20162","03276043",28,11,"1",7,"E","210","D"
"20162","03276043",28,12,"1",6,"E","220","D"
"20162","03276433",29,0,"1",.,"H",,"A"
"20162","03276433",29,1,"1",30,"E","120","D"
"20162","03276433",29,2,"1",5,"E","140","D"
"20162","03276433",29,3,"1",246,"E","150","D"
"20162","03276433",29,4,"1",15,"E","160","D"
"20162","03276433",29,5,"1",11,"E","170","D"
"20162","03276433",29,6,"1",43,"E","190","D"
"20162","03279983",18,0,"1",.,"H",,"A"
"20162","03279983",18,1,"1",116,"E","100","D"
"20162","03279983",18,2,"1",34,"E","110","D"
"20162","03294033",42,0,"1",.,"H",,"A"
"20162","03294033",42,1,"1",185,"E","200","D"
"20162","03294033",42,2,"1",569,"E","210","D"
"20162","03295093",37,0,"1",.,"H",,"A"
"20162","03295093",37,1,"1",39,"E","100","D"
"20162","03295093",37,2,"1",11,"E","110","D"
"20162","03298903",67,0,"1",.,"H",,"A"
"20162","03298903",67,1,"1",36,"E","100","D"
"20162","03298903",67,2,"1",9,"E","110","D"
"20162","03298903",67,3,"1",11,"E","120","D"
"20162","03298903",67,4,"1",71,"E","130","D"
"20162","03298903",67,5,"1",10,"E","140","D"
"20162","03298903",67,6,"1",110,"E","150","D"
"20162","03298903",67,7,"1",19,"E","160","D"
"20162","03298903",67,8,"1",6,"E","170","D"
"20162","03298903",67,9,"1",144,"E","180","D"
"20162","03298903",67,10,"1",15,"E","190","D"
"20162","03298903",67,11,"1",17,"E","200","D"
"20162","03298903",67,12,"1",25,"E","210","D"
"20162","03298903",67,13,"1",27,"E","220","D"
"20162","03299703",46,0,"1",.,"H",,"A"
"20162","03299703",46,1,"1",61,"E","100","D"
"20162","03299703",46,2,"1",15,"E","110","D"
"20162","03299703",46,3,"1",16,"E","120","D"
"20162","03299703",46,4,"1",108,"E","130","D"
"20162","03299703",46,5,"1",3,"E","140","D"
"20162","03299703",46,6,"1",166,"E","150","D"
"20162","03299703",46,7,"1",29,"E","160","D"
"20162","03299703",46,8,"1",10,"E","170","D"
"20162","03299703",46,9,"1",219,"E","180","D"
"20162","03299703",46,10,"1",23,"E","190","D"
"20162","03300273",41,0,"1",.,"H",,"A"
"20162","03300273",41,1,"1",44,"E","120","D"
"20162","03300273",41,2,"1",7,"E","140","D"
"20162","03300273",41,3,"1",329,"E","150","D"
"20162","03300273",41,4,"1",12,"E","160","D"
"20162","03300273",41,5,"1",34,"E","170","D"
"20162","03300273",41,6,"1",30,"E","180","D"
"20162","03300273",41,7,"1",44,"E","190","D"
"20162","03301093",42,0,"1",.,"H",,"A"
"20162","03301093",42,1,"1",60,"E","100","D"
"20162","03301093",42,2,"1",17,"E","110","D"
"20162","03301093",42,3,"1",123,"E","130","D"
"20162","03301983",37,0,"1",.,"H",,"A"
"20162","03301983",37,1,"1",36,"E","100","D"
"20162","03301983",37,2,"1",9,"E","110","D"
"20162","03301983",37,3,"1",19,"E","120","D"
"20162","03301983",37,4,"1",71,"E","130","D"
"20162","03301983",37,5,"1",2,"E","140","D"
"20162","03301983",37,6,"1",110,"E","150","D"
"20162","03301983",37,7,"1",19,"E","160","D"
"20162","03301983",37,8,"1",6,"E","170","D"
"20162","03301983",37,9,"1",144,"E","180","D"
"20162","03301983",37,10,"1",15,"E","190","D"
"20162","03301983",37,11,"1",17,"E","200","D"
"20162","03301983",37,12,"1",25,"E","210","D"
"20162","03301983",37,13,"1",27,"E","220","D"
"20162","03302423",59,0,"1",.,"H",,"A"
"20162","03302423",59,1,"1",55,"G","100","D"
"20162","03302423",59,2,"1",21,"G","110","D"
"20162","03302423",59,3,"1",16,"G","120","D"
"20162","03302423",59,4,"1",108,"G","130","D"
"20162","03302423",59,5,"1",3,"G","140","D"
"20162","03302423",59,6,"1",166,"G","150","D"
"20162","03302423",59,7,"1",29,"G","160","D"
"20162","03302423",59,8,"1",10,"G","170","D"
"20162","03302423",59,9,"1",219,"G","180","D"
"20162","03302423",59,10,"1",23,"G","190","D"
"20162","03302453",77,0,"1",.,"H",,"A"
"20162","03302453",77,1,"1",140,"E","120","D"
"20162","03302453",77,2,"1",21,"E","140","D"
"20162","03302453",77,3,"1",1007,"E","150","D"
"20162","03302453",77,4,"1",278,"E","160","D"
"20162","03302453",77,5,"1",100,"E","170","D"
"20162","03302453",77,6,"1",154,"E","190","D"
"20162","03324782",25,0,"1",.,"H",,"A"
"20162","03324782",25,1,"1",258,"E","100","D"
"20162","03324782",25,2,"1",69,"E","110","D"
"20162","03324782",25,3,"1",84,"E","120","D"
"20162","03324782",25,4,"1",503,"E","130","D"
"20162","03324782",25,5,"1",16,"E","140","D"
"20162","03324782",25,6,"1",770,"E","150","D"
"20162","03324782",25,7,"1",138,"E","160","D"
"20162","03324782",25,8,"1",46,"E","170","D"
"20162","03324782",25,9,"1",1014,"E","180","D"
"20162","03324782",25,10,"1",108,"E","190","D"
"20162","03324782",25,11,"1",124,"E","200","D"
"20162","03324782",25,12,"1",177,"E","210","D"
"20162","03324782",25,13,"1",193,"E","220","D"
"20162","03324802",34,0,"1",.,"H",,"A"
"20162","03324802",34,1,"1",14,"E","120","D"
"20162","03324802",34,2,"1",2,"E","140","D"
"20162","03324802",34,3,"1",101,"E","150","D"
"20162","03324802",34,4,"1",6,"E","160","D"
"20162","03324802",34,5,"1",4,"E","170","D"
"20162","03324802",34,6,"1",18,"E","190","D"
"20162","03327172",71,0,"1",.,"H",,"A"
"20162","03327172",71,1,"1",19,"E","120","D"
"20162","03327172",71,2,"1",3,"E","140","D"
"20162","03327172",71,3,"1",159,"E","150","D"
"20162","03327172",71,4,"1",28,"E","160","D"
"20162","03327172",71,5,"1",9,"E","170","D"
"20162","03327172",71,6,"1",210,"E","180","D"
"20162","03327172",71,7,"1",22,"E","190","D"
"20162","03327622",42,0,"1",.,"H",,"A"
"20162","03327622",42,1,"1",22,"E","120","D"
"20162","03327622",42,2,"1",3,"E","140","D"
"20162","03327622",42,3,"1",151,"E","150","D"
"20162","03327622",42,4,"1",5,"E","160","D"
"20162","03327622",42,5,"1",15,"E","170","D"
"20162","03327622",42,6,"1",14,"E","180","D"
"20162","03327622",42,7,"1",20,"E","190","D"
"20162","03328392",48,0,"1",.,"H",,"A"
"20162","03328392",48,1,"1",26,"E","200","D"
"20162","03328392",48,2,"1",35,"E","210","D"
"20162","03328392",48,3,"1",39,"E","220","D"
"20162","03328822",63,0,"1",.,"H",,"A"
"20162","03328822",63,1,"1",74,"E","100","D"
"20162","03328822",63,2,"1",26,"E","110","D"
"20162","03331512",49,0,"1",.,"H",,"A"
"20162","03331512",49,1,"1",7,"E","120","D"
"20162","03331512",49,2,"1",2,"E","140","D"
"20162","03331512",49,3,"1",57,"E","150","D"
"20162","03331512",49,4,"1",7,"E","160","D"
"20162","03331512",49,5,"1",1,"E","170","D"
"20162","03331512",49,6,"1",120,"E","180","D"
"20162","03331512",49,7,"1",6,"E","190","D"
"20162","03331742",95,0,"1",.,"H",,"A"
"20162","03331742",95,1,"1",2,"E","100","D"
"20162","03331742",95,2,"1",7,"E","120","D"
"20162","03331742",95,3,"1",8,"E","150","D"
"20162","03331742",95,4,"1",1,"E","190","D"
"20162","03331742",95,5,"1",1,"E","210","D"
"20162","03331742",95,6,"1",1,"E","220","D"
"20162","03332532",42,0,"1",.,"H",,"A"
"20162","03332532",42,1,"1",1,"E","120","D"
"20162","03332532",42,2,"1",12,"E","150","D"
"20162","03332532",42,3,"1",2,"E","160","D"
"20162","03332532",42,4,"1",16,"E","180","D"
"20162","03332532",42,5,"1",4,"E","190","D"
"20162","03334202",35,0,"1",.,"H",,"A"
"20162","03334202",35,1,"1",12,"E","120","D"
"20162","03334202",35,2,"1",2,"E","140","D"
"20162","03334202",35,3,"1",127,"E","150","D"
"20162","03334202",35,4,"1",22,"E","160","D"
"20162","03334202",35,5,"1",7,"E","170","D"
"20162","03334202",35,6,"1",163,"E","180","D"
"20162","03334202",35,7,"1",17,"E","190","D"
"20162","03334642",55,0,"1",.,"H",,"A"
"20162","03334642",55,1,"1",19,"E","120","D"
"20162","03334642",55,2,"1",3,"E","140","D"
"20162","03334642",55,3,"1",131,"E","150","D"
"20162","03334642",55,4,"1",5,"E","160","D"
"20162","03334642",55,5,"1",13,"E","170","D"
"20162","03334642",55,6,"1",12,"E","180","D"
"20162","03334642",55,7,"1",17,"E","190","D"
"20162","03344342",58,0,"1",.,"H",,"A"
"20162","03344342",58,1,"1",4,"E","120","D"
"20162","03344342",58,2,"1",44,"E","150","D"
"20162","03344342",58,3,"1",7,"E","160","D"
"20162","03344342",58,4,"1",2,"E","170","D"
"20162","03344342",58,5,"1",53,"E","180","D"
"20162","03344342",58,6,"1",5,"E","190","D"
"20162","03344372",34,0,"1",.,"H",,"A"
"20162","03344372",34,1,"1",11,"E","100","D"
"20162","03344372",34,2,"1",3,"E","110","D"
"20162","03344372",34,3,"1",11,"E","120","D"
"20162","03344372",34,4,"1",1,"E","140","D"
"20162","03344372",34,5,"1",59,"E","150","D"
"20162","03344372",34,6,"1",3,"E","160","D"
"20162","03344372",34,7,"1",2,"E","170","D"
"20162","03344372",34,8,"1",10,"E","190","D"
"20162","03344932",75,0,"1",.,"H",,"A"
"20162","03344932",75,1,"1",149,"E","100","D"
"20162","03344932",75,2,"1",38,"E","110","D"
"20162","03344932",75,3,"1",42,"E","120","D"
"20162","03344932",75,4,"1",8,"E","140","D"
"20162","03344932",75,5,"1",424,"E","150","D"
"20162","03344932",75,6,"1",76,"E","160","D"
"20162","03344932",75,7,"1",25,"E","170","D"
"20162","03344932",75,8,"1",558,"E","180","D"
"20162","03344932",75,9,"1",59,"E","190","D"
"20162","03344932",75,10,"1",68,"E","200","D"
"20162","03344932",75,11,"1",97,"E","210","D"
"20162","03344932",75,12,"1",106,"E","220","D"
"20162","03348542",54,0,"1",.,"H",,"A"
"20162","03348542",54,1,"1",53,"E","120","D"
"20162","03348542",54,2,"1",9,"E","140","D"
"20162","03348542",54,3,"1",394,"E","150","D"
"20162","03348542",54,4,"1",15,"E","160","D"
"20162","03348542",54,5,"1",41,"E","170","D"
"20162","03348542",54,6,"1",36,"E","180","D"
"20162","03348542",54,7,"1",52,"E","190","D"
"20162","03350372",17,0,"1",.,"H",,"A"
"20162","03350372",17,1,"1",44,"E","120","D"
"20162","03350372",17,2,"1",9,"E","140","D"
"20162","03350372",17,3,"1",313,"E","150","D"
"20162","03350372",17,4,"1",57,"E","160","D"
"20162","03350372",17,5,"1",58,"E","170","D"
"20162","03350372",17,6,"1",69,"E","190","D"
"20162","03351052",26,0,"1",.,"H",,"A"
"20162","03351052",26,1,"1",87,"E","100","D"
"20162","03351052",26,2,"1",30,"E","110","D"
"20162","03351052",26,3,"1",183,"E","130","D"
"20162","03354102",21,0,"1",.,"H",,"A"
"20162","03354102",21,1,"1",38,"E","120","D"
"20162","03354102",21,2,"1",7,"E","140","D"
"20162","03354102",21,3,"1",337,"E","150","D"
"20162","03354102",21,4,"1",21,"E","160","D"
"20162","03354102",21,5,"1",15,"E","170","D"
"20162","03354102",21,6,"1",62,"E","190","D"
"20162","03355732",27,0,"1",.,"H",,"A"
"20162","03355732",27,1,"1",18,"E","100","D"
"20162","03355732",27,2,"1",6,"E","110","D"
"20162","03355732",27,3,"1",11,"E","120","D"
"20162","03355732",27,4,"1",37,"E","130","D"
"20162","03355732",27,5,"1",5,"E","140","D"
"20162","03355732",27,6,"1",96,"E","150","D"
"20162","03355732",27,7,"1",6,"E","160","D"
"20162","03355732",27,8,"1",4,"E","170","D"
"20162","03355732",27,9,"1",17,"E","190","D"
"20162","03387241",14,0,"1",.,"H",,"A"
"20162","03387241",14,1,"1",33,"E","120","D"
"20162","03387241",14,2,"1",5,"E","140","D"
"20162","03387241",14,3,"1",263,"E","150","D"
"20162","03387241",14,4,"1",16,"E","160","D"
"20162","03387241",14,5,"1",12,"E","170","D"
"20162","03387241",14,6,"1",46,"E","190","D"
"20162","03389741",18,0,"1",.,"H",,"A"
"20162","03389741",18,1,"1",32,"E","120","D"
"20162","03389741",18,2,"1",8,"E","140","D"
"20162","03389741",18,3,"1",236,"E","150","D"
"20162","03389741",18,4,"1",65,"E","160","D"
"20162","03389741",18,5,"1",23,"E","170","D"
"20162","03389741",18,6,"1",36,"E","190","D"
"20162","03389811",27,0,"1",.,"H",,"A"
"20162","03389811",27,1,"1",265,"E","130","D"
"20162","03392231",37,0,"1",.,"H",,"A"
"20162","03392231",37,1,"1",19,"E","100","D"
"20162","03392231",37,2,"1",4,"E","110","D"
"20162","03392231",37,3,"1",6,"E","120","D"
"20162","03392231",37,4,"1",1,"E","140","D"
"20162","03392231",37,5,"1",52,"E","150","D"
"20162","03392231",37,6,"1",2,"E","160","D"
"20162","03392231",37,7,"1",5,"E","170","D"
"20162","03392231",37,8,"1",4,"E","180","D"
"20162","03392231",37,9,"1",7,"E","190","D"
"20162","03393541",27,0,"1",.,"H",,"A"
"20162","03393541",27,1,"1",49,"E","120","D"
"20162","03393541",27,2,"1",13,"E","140","D"
"20162","03393541",27,3,"1",321,"E","150","D"
"20162","03393541",27,4,"1",46,"E","160","D"
"20162","03393541",27,5,"1",9,"E","170","D"
"20162","03393541",27,6,"1",721,"E","180","D"
"20162","03393541",27,7,"1",41,"E","190","D"
"20162","03395251",48,0,"1",.,"H",,"A"
"20162","03395251",48,1,"1",17,"E","120","D"
"20162","03395251",48,2,"1",3,"E","140","D"
"20162","03395251",48,3,"1",93,"E","150","D"
"20162","03395251",48,4,"1",13,"E","160","D"
"20162","03395251",48,5,"1",2,"E","170","D"
"20162","03395251",48,6,"1",210,"E","180","D"
"20162","03395251",48,7,"1",12,"E","190","D"
"20162","03395271",25,0,"1",.,"H",,"A"
"20162","03395271",25,1,"1",12,"E","120","D"
"20162","03395271",25,2,"1",2,"E","140","D"
"20162","03395271",25,3,"1",60,"E","150","D"
"20162","03395271",25,4,"1",8,"E","160","D"
"20162","03395271",25,5,"1",1,"E","170","D"
"20162","03395271",25,6,"1",135,"E","180","D"
"20162","03395271",25,7,"1",7,"E","190","D"
"20162","03396051",63,0,"1",.,"H",,"A"
"20162","03396051",63,1,"1",2,"E","120","D"
"20162","03396051",63,2,"1",30,"E","150","D"
"20162","03396051",63,3,"1",4,"E","160","D"
"20162","03396051",63,4,"1",1,"E","170","D"
"20162","03396051",63,5,"1",35,"E","180","D"
"20162","03396051",63,6,"1",3,"E","190","D"
"20162","03411191",27,0,"1",.,"H",,"A"
"20162","03411191",27,1,"1",38,"E","120","D"
"20162","03411191",27,2,"1",6,"E","140","D"
"20162","03411191",27,3,"1",309,"E","150","D"
"20162","03411191",27,4,"1",19,"E","160","D"
"20162","03411191",27,5,"1",14,"E","170","D"
"20162","03411191",27,6,"1",54,"E","190","D"
"20162","03411731",16,0,"1",.,"H",,"A"
"20162","03411731",16,1,"1",63,"E","100","D"
"20162","03411731",16,2,"1",23,"E","110","D"
"20162","03411731",16,3,"1",39,"E","200","D"
"20162","03411731",16,4,"1",44,"E","210","D"
"20162","03411731",16,5,"1",66,"E","220","D"
"20162","03413431",24,0,"1",.,"H",,"A"
"20162","03413431",24,1,"1",146,"E","120","D"
"20162","03413431",24,2,"1",29,"E","140","D"
"20162","03413431",24,3,"1",1419,"E","150","D"
"20162","03413431",24,4,"1",254,"E","160","D"
"20162","03413431",24,5,"1",86,"E","170","D"
"20162","03413431",24,6,"1",1867,"E","180","D"
"20162","03413431",24,7,"1",199,"E","190","D"
"20162","03414311",33,0,"1",.,"H",,"A"
"20162","03414311",33,1,"1",40,"E","120","D"
"20162","03414311",33,2,"1",5,"E","140","D"
"20162","03414311",33,3,"1",266,"E","150","D"
"20162","03414311",33,4,"1",73,"E","160","D"
"20162","03414311",33,5,"1",26,"E","170","D"
"20162","03414311",33,6,"1",40,"E","190","D"
"20162","03415921",29,0,"1",.,"H",,"A"
"20162","03415921",29,1,"1",12,"E","120","D"
"20162","03415921",29,2,"1",1,"E","140","D"
"20162","03415921",29,3,"1",62,"E","150","D"
"20162","03415921",29,4,"1",21,"E","180","D"
"20162","03415921",29,5,"1",4,"E","190","D"
"20162","03416881",14,0,"1",.,"H",,"A"
"20162","03416881",14,1,"1",78,"E","100","D"
"20162","03416881",14,2,"1",20,"E","110","D"
"20162","03416881",14,3,"1",35,"E","120","D"
"20162","03416881",14,4,"1",10,"E","140","D"
"20162","03416881",14,5,"1",242,"E","150","D"
"20162","03416881",14,6,"1",34,"E","160","D"
"20162","03416881",14,7,"1",6,"E","170","D"
"20162","03416881",14,8,"1",544,"E","180","D"
"20162","03416881",14,9,"1",31,"E","190","D"
"20162","03418981",33,0,"1",.,"H",,"A"
"20162","03418981",33,1,"1",6,"E","120","D"
"20162","03418981",33,2,"1",4,"E","140","D"
"20162","03418981",33,3,"1",44,"E","150","D"
"20162","03418981",33,4,"1",8,"E","160","D"
"20162","03418981",33,5,"1",7,"E","170","D"
"20162","03418981",33,6,"1",9,"E","190","D"
"20162","03419591",20,0,"1",.,"H",,"A"
"20162","03419591",20,1,"1",159,"E","130","D"
"20162","03420464",49,0,"1",.,"H",,"A"
"20162","03420464",49,1,"1",59,"E","100","D"
"20162","03420464",49,2,"1",18,"E","110","D"
"20162","03420464",49,3,"1",33,"E","120","D"
"20162","03420464",49,4,"1",113,"E","130","D"
"20162","03420464",49,5,"1",6,"E","140","D"
"20162","03420464",49,6,"1",289,"E","150","D"
"20162","03420464",49,7,"1",18,"E","160","D"
"20162","03420464",49,8,"1",13,"E","170","D"
"20162","03420464",49,9,"1",51,"E","190","D"
"20162","03420521",12,0,"1",.,"H",,"A"
