"NEWID","DIRACC","DIRACC_","AGE_REF","AGE_REF_","AGE2","AGE2_","AS_COMP1","AS_C_MP1","AS_COMP2","AS_C_MP2","AS_COMP3","AS_C_MP3","AS_COMP4","AS_C_MP4","AS_COMP5","AS_C_MP5","BATHRMQ","BATHRMQ_","BEDROOMQ","BEDR_OMQ","BLS_URBN","BSINVSTX","BSIN_STX","BUILDING","BUIL_ING","CKBKACTX","CKBK_CTX","COMPBND","COMPBND_","COMPBNDX","COMP_NDX","COMPCKG","COMPCKG_","COMPCKGX","COMP_KGX","COMPENSX","COMP_NSX","COMPOWD","COMPOWD_","COMPOWDX","COMP_WDX","COMPSAV","COMPSAV_","COMPSAVX","COMP_AVX","COMPSEC","COMPSEC_","COMPSECX","COMP_ECX","CUTENURE","CUTE_URE","EARNCOMP","EARN_OMP","EDUC_REF","EDUC0REF","EDUCA2","EDUCA2_","FAM_SIZE","FAM__IZE","FAM_TYPE","FAM__YPE","FAMTFEDX","FAMT_EDX","FEDRFNDX","FEDR_NDX","FEDTAXX","FEDTAXX_","FFRMINCX","FFRM_NCX","FGOVRETX","FGOV_ETX","FINCATAX","FINCAT_X","FINCBTAX","FINCBT_X","FINDRETX","FIND_ETX","FININCX","FININCX_","FINLWT21","FJSSDEDX","FJSS_EDX","FNONFRMX","FNON_RMX","FPRIPENX","FPRI_ENX","FRRDEDX","FRRDEDX_","FRRETIRX","FRRE_IRX","FSALARYX","FSAL_RYX","FSLTAXX","FSLTAXX_","FSSIX","FSSIX_","GOVTCOST","GOVT_OST","HLFBATHQ","HLFB_THQ","INC_HRS1","INC__RS1","INC_HRS2","INC__RS2","INC_RANK","INC__ANK","INCLOSSA","INCL_SSA","INCLOSSB","INCL_SSB","INCNONW1","INCN_NW1","INCNONW2","INCN_NW2","INCOMEY1","INCO_EY1","INCOMEY2","INCO_EY2","INCWEEK1","INCW_EK1","INCWEEK2","INCW_EK2","INSRFNDX","INSR_NDX","INTEARNX","INTE_RNX","MISCTAXX","MISC_AXX","LUMPSUMX","LUMP_UMX","MARITAL1","MARI_AL1","MONYOWDX","MONY_WDX","NO_EARNR","NO_E_RNR","NONINCMX","NONI_CMX","NUM_AUTO","NUM__UTO","OCCUCOD1","OCCU_OD1","OCCUCOD2","OCCU_OD2","OTHRFNDX","OTHR_NDX","OTHRINCX","OTHR_NCX","PENSIONX","PENS_ONX","PERSLT18","PERS_T18","PERSOT64","PERS_T64","POPSIZE","PRINEARN","PRIN_ARN","PTAXRFDX","PTAX_FDX","PUBLHOUS","PUBL_OUS","PURSSECX","PURS_ECX","QINTRVMO","QINTRVYR","RACE2","RACE2_","REF_RACE","REF__ACE","REGION","RENTEQVX","RENT_QVX","RESPSTAT","RESP_TAT","ROOMSQ","ROOMSQ_","SALEINCX","SALE_NCX","SAVACCTX","SAVA_CTX","SECESTX","SECESTX_","SELLSECX","SELL_ECX","SETLINSX","SETL_NSX","SEX_REF","SEX_REF_","SEX2","SEX2_","SLOCTAXX","SLOC_AXX","SLRFUNDX","SLRF_NDX","SMSASTAT","SSOVERPX","SSOV_RPX","ST_HOUS","ST_HOUS_","TAXPROPX","TAXP_OPX","TOTTXPDX","TOTT_PDX","UNEMPLX","UNEMPLX_","USBNDX","USBNDX_","VEHQ","VEHQ_","WDBSASTX","WDBS_STX","WDBSGDSX","WDBS_DSX","WELFAREX","WELF_REX","WTREP01","WTREP02","WTREP03","WTREP04","WTREP05","WTREP06","WTREP07","WTREP08","WTREP09","WTREP10","WTREP11","WTREP12","WTREP13","WTREP14","WTREP15","WTREP16","WTREP17","WTREP18","WTREP19","WTREP20","WTREP21","WTREP22","WTREP23","WTREP24","WTREP25","WTREP26","WTREP27","WTREP28","WTREP29","WTREP30","WTREP31","WTREP32","WTREP33","WTREP34","WTREP35","WTREP36","WTREP37","WTREP38","WTREP39","WTREP40","WTREP41","WTREP42","WTREP43","WTREP44","TOTEXPPQ","TOTEXPCQ","FOODPQ","FOODCQ","FDHOMEPQ","FDHOMECQ","FDAWAYPQ","FDAWAYCQ","FDXMAPPQ","FDXMAPCQ","FDMAPPQ","FDMAPCQ","ALCBEVPQ","ALCBEVCQ","HOUSPQ","HOUSCQ","SHELTPQ","SHELTCQ","OWNDWEPQ","OWNDWECQ","MRTINTPQ","MRTINTCQ","PROPTXPQ","PROPTXCQ","MRPINSPQ","MRPINSCQ","RENDWEPQ","RENDWECQ","RNTXRPPQ","RNTXRPCQ","RNTAPYPQ","RNTAPYCQ","OTHLODPQ","OTHLODCQ","UTILPQ","UTILCQ","NTLGASPQ","NTLGASCQ","ELCTRCPQ","ELCTRCCQ","ALLFULPQ","ALLFULCQ","FULOILPQ","FULOILCQ","OTHFLSPQ","OTHFLSCQ","TELEPHPQ","TELEPHCQ","WATRPSPQ","WATRPSCQ","HOUSOPPQ","HOUSOPCQ","DOMSRVPQ","DOMSRVCQ","DMSXCCPQ","DMSXCCCQ","BBYDAYPQ","BBYDAYCQ","OTHHEXPQ","OTHHEXCQ","HOUSEQPQ","HOUSEQCQ","TEXTILPQ","TEXTILCQ","FURNTRPQ","FURNTRCQ","FLRCVRPQ","FLRCVRCQ","MAJAPPPQ","MAJAPPCQ","SMLAPPPQ","SMLAPPCQ","MISCEQPQ","MISCEQCQ","APPARPQ","APPARCQ","MENBOYPQ","MENBOYCQ","MENSIXPQ","MENSIXCQ","BOYFIFPQ","BOYFIFCQ","WOMGRLPQ","WOMGRLCQ","WOMSIXPQ","WOMSIXCQ","GRLFIFPQ","GRLFIFCQ","CHLDRNPQ","CHLDRNCQ","FOOTWRPQ","FOOTWRCQ","OTHAPLPQ","OTHAPLCQ","TRANSPQ","TRANSCQ","CARTKNPQ","CARTKNCQ","CARTKUPQ","CARTKUCQ","OTHVEHPQ","OTHVEHCQ","GASMOPQ","GASMOCQ","VEHFINPQ","VEHFINCQ","MAINRPPQ","MAINRPCQ","VEHINSPQ","VEHINSCQ","VRNTLOPQ","VRNTLOCQ","PUBTRAPQ","PUBTRACQ","TRNTRPPQ","TRNTRPCQ","TRNOTHPQ","TRNOTHCQ","HEALTHPQ","HEALTHCQ","HLTHINPQ","HLTHINCQ","MEDSRVPQ","MEDSRVCQ","PREDRGPQ","PREDRGCQ","MEDSUPPQ","MEDSUPCQ","ENTERTPQ","ENTERTCQ","FEEADMPQ","FEEADMCQ","TVRDIOPQ","TVRDIOCQ","OTHEQPPQ","OTHEQPCQ","PETTOYPQ","PETTOYCQ","OTHENTPQ","OTHENTCQ","PERSCAPQ","PERSCACQ","READPQ","READCQ","EDUCAPQ","EDUCACQ","TOBACCPQ","TOBACCCQ","MISCPQ","MISCCQ","MISC1PQ","MISC1CQ","MISC2PQ","MISC2CQ","CASHCOPQ","CASHCOCQ","PERINSPQ","PERINSCQ","LIFINSPQ","LIFINSCQ","RETPENPQ","RETPENCQ","HH_CU_Q","HH_CU_Q_","HHID","HHID_","POV_CY","POV_CY_","POV_PY","POV_PY_","HEATFUEL","HEAT_UEL","SWIMPOOL","SWIM_OOL","WATERHT","WATERHT_","APTMENT","APTMENT_","OFSTPARK","OFST_ARK","WINDOWAC","WIND_WAC","CNTRALAC","CNTR_LAC","CHILDAGE","CHIL_AGE","INCLASS","STATE","CHDOTHX","CHDOTHX_","ALIOTHX","ALIOTHX_","CHDLMPX","CHDLMPX_","ERANKH","ERANKH_","TOTEX4PQ","TOTEX4CQ","MISCX4PQ","MISCX4CQ","VEHQL","VEHQL_","NUM_TVAN","NUM__VAN","TTOTALP","TTOTALC","TFOODTOP","TFOODTOC","TFOODAWP","TFOODAWC","TFOODHOP","TFOODHOC","TALCBEVP","TALCBEVC","TOTHRLOP","TOTHRLOC","TTRANPRP","TTRANPRC","TGASMOTP","TGASMOTC","TVRENTLP","TVRENTLC","TCARTRKP","TCARTRKC","TOTHVHRP","TOTHVHRC","TOTHTREP","TOTHTREC","TTRNTRIP","TTRNTRIC","TFAREP","TFAREC","TAIRFARP","TAIRFARC","TOTHFARP","TOTHFARC","TLOCALTP","TLOCALTC","TENTRMNP","TENTRMNC","TFEESADP","TFEESADC","TOTHENTP","TOTHENTC","OWNVACP","OWNVACC","VOTHRLOP","VOTHRLOC","VMISCHEP","VMISCHEC","UTILOWNP","UTILOWNC","VFUELOIP","VFUELOIC","VOTHRFLP","VOTHRFLC","VELECTRP","VELECTRC","VNATLGAP","VNATLGAC","VWATERPP","VWATERPC","MRTPRNOP","MRTPRNOC","UTILRNTP","UTILRNTC","RFUELOIP","RFUELOIC","ROTHRFLP","ROTHRFLC","RELECTRP","RELECTRC","RNATLGAP","RNATLGAC","RWATERPP","RWATERPC","POVLEVCY","POVL_VCY","POVLEVPY","POVL_VPY","COOKING","COOKING_","PORCH","PORCH_","ETOTALP","ETOTALC","ETOTAPX4","ETOTACX4","EHOUSNGP","EHOUSNGC","ESHELTRP","ESHELTRC","EOWNDWLP","EOWNDWLC","EOTHLODP","EOTHLODC","EMRTPNOP","EMRTPNOC","EMRTPNVP","EMRTPNVC","ETRANPTP","ETRANPTC","EVEHPURP","EVEHPURC","ECARTKNP","ECARTKNC","ECARTKUP","ECARTKUC","EOTHVEHP","EOTHVEHC","EENTRMTP","EENTRMTC","EOTHENTP","EOTHENTC","ENOMOTRP","ENOMOTRC","EMOTRVHP","EMOTRVHC","EENTMSCP","EENTMSCC","EMISCELP","EMISCELC","EMISCMTP","EMISCMTC","UNISTRQ","UNISTRQ_","INTEARNB","INTE_RNB","INTERNBX","INTE_NBX","FININCB","FININCB_","FININCBX","FINI_CBX","PENSIONB","PENS_ONB","PNSIONBX","PNSI_NBX","UNEMPLB","UNEMPLB_","UNEMPLBX","UNEM_LBX","COMPENSB","COMP_NSB","COMPNSBX","COMP_SBX","WELFAREB","WELF_REB","WELFREBX","WELF_EBX","FOODSMPX","FOOD_MPX","FOODSMPB","FOOD_MPB","FOODSPBX","FOOD_PBX","INCLOSAB","INCL_SAB","INCLSABX","INCL_ABX","INCLOSBB","INCL_SBB","INCLSBBX","INCL_BBX","CHDLMPB","CHDLMPB_","CHDLMPBX","CHDL_PBX","CHDOTHB","CHDOTHB_","CHDOTHBX","CHDO_HBX","ALIOTHB","ALIOTHB_","ALIOTHBX","ALIO_HBX","LUMPSUMB","LUMP_UMB","LMPSUMBX","LMPS_MBX","SALEINCB","SALE_NCB","SALINCBX","SALI_CBX","OTHRINCB","OTHR_NCB","OTRINCBX","OTRI_CBX","INCLASS2","INCL_SS2","CUID","INTERI","HORREF1","HORREF1_","HORREF2","HORREF2_","ALIOTHXM","ALIO_HXM","ALIOTHX1","ALIOTHX2","ALIOTHX3","ALIOTHX4","ALIOTHX5","ALIOTHXI","CHDOTHXM","CHDO_HXM","CHDOTHX1","CHDOTHX2","CHDOTHX3","CHDOTHX4","CHDOTHX5","CHDOTHXI","COMPENSM","COMP_NSM","COMPENS1","COMPENS2","COMPENS3","COMPENS4","COMPENS5","COMPENSI","ERANKHM","ERANKHM_","FAMTFEDM","FAMT_EDM","FAMTFED1","FAMTFED2","FAMTFED3","FAMTFED4","FAMTFED5","FFRMINCM","FFRM_NCM","FFRMINC1","FFRMINC2","FFRMINC3","FFRMINC4","FFRMINC5","FFRMINCI","FGOVRETM","FGOV_ETM","FINCATXM","FINCA_XM","FINCATX1","FINCATX2","FINCATX3","FINCATX4","FINCATX5","FINCBTXM","FINCB_XM","FINCBTX1","FINCBTX2","FINCBTX3","FINCBTX4","FINCBTX5","FINCBTXI","FININCXM","FINI_CXM","FININCX1","FININCX2","FININCX3","FININCX4","FININCX5","FININCXI","FJSSDEDM","FJSS_EDM","FJSSDED1","FJSSDED2","FJSSDED3","FJSSDED4","FJSSDED5","FNONFRMM","FNON_RMM","FNONFRM1","FNONFRM2","FNONFRM3","FNONFRM4","FNONFRM5","FNONFRMI","FOODSMPM","FOOD_MPM","FOODSMP1","FOODSMP2","FOODSMP3","FOODSMP4","FOODSMP5","FOODSMPI","FPRIPENM","FPRI_ENM","FRRDEDM","FRRDEDM_","FRRETIRM","FRRE_IRM","FRRETIR1","FRRETIR2","FRRETIR3","FRRETIR4","FRRETIR5","FRRETIRI","FSALARYM","FSAL_RYM","FSALARY1","FSALARY2","FSALARY3","FSALARY4","FSALARY5","FSALARYI","FSLTAXXM","FSLT_XXM","FSLTAXX1","FSLTAXX2","FSLTAXX3","FSLTAXX4","FSLTAXX5","FSSIXM","FSSIXM_","FSSIX1","FSSIX2","FSSIX3","FSSIX4","FSSIX5","FSSIXI","INC_RNKM","INC__NKM","INC_RNK1","INC_RNK2","INC_RNK3","INC_RNK4","INC_RNK5","INCLOSAM","INCL_SAM","INCLOSA1","INCLOSA2","INCLOSA3","INCLOSA4","INCLOSA5","INCLOSAI","INCLOSBM","INCL_SBM","INCLOSB1","INCLOSB2","INCLOSB3","INCLOSB4","INCLOSB5","INCLOSBI","INTEARNM","INTE_RNM","INTEARN1","INTEARN2","INTEARN3","INTEARN4","INTEARN5","INTEARNI","OTHRINCM","OTHR_NCM","OTHRINC1","OTHRINC2","OTHRINC3","OTHRINC4","OTHRINC5","OTHRINCI","PENSIONM","PENS_ONM","PENSION1","PENSION2","PENSION3","PENSION4","PENSION5","PENSIONI","POV_CYM","POV_CYM_","POV_CY1","POV_CY2","POV_CY3","POV_CY4","POV_CY5","POV_PYM","POV_PYM_","POV_PY1","POV_PY2","POV_PY3","POV_PY4","POV_PY5","PRINERNM","PRIN_RNM","PRINERN1","PRINERN2","PRINERN3","PRINERN4","PRINERN5","TOTTXPDM","TOTT_PDM","TOTTXPD1","TOTTXPD2","TOTTXPD3","TOTTXPD4","TOTTXPD5","UNEMPLXM","UNEM_LXM","UNEMPLX1","UNEMPLX2","UNEMPLX3","UNEMPLX4","UNEMPLX5","UNEMPLXI","WELFAREM","WELF_REM","WELFARE1","WELFARE2","WELFARE3","WELFARE4","WELFARE5","WELFAREI","COLPLAN","COLPLAN_","COLPLANX","COLP_ANX","PSU","REVSMORT","REVS_ORT","RVSLUMP","RVSLUMP_","RVSREGMO","RVSR_GMO","RVSLOC","RVSLOC_","RVSOTHPY","RVSO_HPY","TYPEPYX","TYPEPYX_","HISP_REF","HISP2","HIGH_EDU","BUILT","BUILT_"
2511505,"1","D",59,"D",57,"D",1,"D",1,"D",0,"D",0,"D",0,"D",2,"D",4,"D","1",.,"A","01","D",3000,"D","1","D",.,"A","1","D",.,"A",.,"A",,"A",.,"A","2","D",10000,"D","2","D",.,"C","2","D","2","D","15","D","16","D",2,"D","1","D",1885,"D",.,"C",.,"A",0,"D",0,"D",78492,"D",81507,"D",0,"D",.,"C",15123.562,2235,"D",0,"D",1004,"D",0,"D",0,"D",29207,"D",850,"D",0,"D","2","D",1,"D",14,"D",31,"D",0.7373,"D",.,"A",.,"A",,"A",,"A","1","D","4","D",32,"D",36,"D",.,"A",.,"C",.,"A",.,"A","1","D",.,"A",2,"D",0,"D",1,"D","12","D","02","D",.,"A",.,"A",52000,"D",0,"D",0,"D","1","02","D",.,"A","2","D",.,"A","01","2013","1","D","1","D","1",2500,"D","1","D",8,"D",.,"A",89000,"D",150000,"D",.,"A",.,"A","1","D","2","D",.,"A",.,"A","1",.,"A","2","D",280,"D",3015,"D",.,"A",200,"D",5,"D",.,"A",.,"A",.,"A",.,.,.,27223.691,31720.062,.,30826.665,26678.072,.,27071.617,.,37364.409,25225.111,.,.,.,30198.089,.,.,.,.,.,27664.437,32730.446,39098.363,.,30465.012,.,.,.,30963.098,31789.046,36724.717,28376.62,32248.574,.,31155.667,25767.249,43868.417,.,.,28400.09,.,38011.853,19665.7501,0,2288,0,2158,0,130,0,130,0,0,0,0,0,2878,0,1010,0,1010,0,0,0,1010,0,0,0,0,0,0,0,0,0,0,0,624,0,0,0,259,0,0,0,0,0,0,0,291,0,74,0,0,0,0,0,0,0,0,0,0,0,1244,0,0,0,0,0,0,0,0,0,0,0,1244,0,200,0,0,0,0,0,0,0,200,0,200,0,0,0,0,0,0,0,0,0,3233,0,0,0,0,0,0,0,2400,0,0,0,18,0,815,0,0,0,0,0,0,0,0,0,494,0,0,0,500,0,-6,0,0,0,441,0,0,0,366,0,75,0,0,0,75,0,17,0,0,0,8955,0,0,0,0,0,0,0,0,0,350,0,809.7501,0,0,0,809.7501,0,1,"D",.,"A","2","D","2","D","04","D","01","D","02","D",,"A",,"A","06","D",,"A","0","D","09","09",.,"A",.,"A",.,"A",0.8270147,"D",19665.7501,0,0,0,0,"D",2,"D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15989,"D",15660,"D","02","D",,"A",19665.75,0,19665.75,0,2878,0,1010,0,1010,0,0,0,0,0,0,0,3233,0,0,0,0,0,0,0,0,0,441,0,75,0,0,0,0,0,75,0,0,0,0,0,"03","D","01","D",100,"D","01","D",200,"D",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","5","D",251150,5,,"A",,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,0.8366856,"D",1885,"D",1885,1885,1885,1885,1885,0,"D",0,0,0,0,0,100,0,"D",78551.6,"D",78361,79129,78333,78406,78529,81566.6,"D",81376,82144,81348,81421,81544,302,288.6,"D",46,931,82,154,230,301,2235,"D",2235,2235,2235,2235,2235,0,"D",0,0,0,0,0,100,.,"A",.,.,.,.,.,100,1004,"D",0,"D",0,"D",0,0,0,0,0,100,29207,"D",29207,29207,29207,29207,29207,100,850,"D",850,850,850,850,850,0,"D",0,0,0,0,0,100,0.7282063,"D",0.7282821,0.7266322,0.7302925,0.7243632,0.7259668,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,71,"D",123,6,59,60,107,301,.,"A",.,.,.,.,.,100,52000,"D",52000,52000,52000,52000,52000,100,"2","D","2","2","2","2","2","2","D","2","2","2","2","2","02","D","02","02","02","02","02",3015,"D",3015,3015,3015,3015,3015,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,"2","D",.,"A","1110",,"A",,"A",,"A",,"A",,"A",.,"A","2","2","16","1970","D"
2511555,"1","D",49,"D",.,"A",0,"D",1,"D",0,"D",0,"D",0,"D",1,"D",2,"D","1",.,"A","08","D",200,"D","1","D",.,"A","2","D",100,"D",.,"A",,"A",.,"A","2","D",300,"D",,"A",.,"A","4","D","8","D","13","D",,"A",1,"D","8","D",0,"D",.,"A",.,"A",0,"D",0,"D",1700,"D",1700,"D",0,"D",.,"A",14586.829,0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D","2","D",0,"D",.,"A",.,"A",0.0149,"D",.,"A",.,"A","4","D",,"A",,"A",,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A","1","D",.,"A",0,"D",0,"D",1,"D",,"A",,"A",.,"A",.,"A",1700,"D",0,"D",0,"D","1","01","D",.,"A","2","D",.,"A","01","2013",,"A","1","D","1",.,"A","1","D",4,"D",.,"A",600,"D",.,"A",.,"A",.,"A","2","D",,"A",.,"A",.,"A","1",.,"A","2","D",.,"A",0,"D",.,"A",0,"D",1,"D",.,"A",.,"A",.,"A",27329.656,27865.486,.,.,28983.186,.,.,29569.772,.,29134.734,.,.,27418.9,30253.715,27765.291,.,30651.258,30294.671,29367.968,27657.822,29413.636,.,.,.,29526.29,.,30388.209,28122.236,30680.161,.,.,.,.,.,28047.901,.,.,.,30193.862,29128.41,.,30127.212,.,28745.977,9314,0,715,0,585,0,130,0,130,0,0,0,0,0,5451,0,3300,0,0,0,0,0,0,0,0,0,3300,0,3300,0,0,0,0,0,1255,0,137,0,353,0,0,0,0,0,0,0,765,0,0,0,296,0,200,0,200,0,0,0,96,0,600,0,100,0,0,0,0,0,0,0,0,0,500,0,100,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,979,0,0,0,0,0,0,0,270,0,0,0,0,0,520,0,69,0,120,0,0,0,120,0,753,0,703,0,0,0,50,0,0,0,166,0,40,0,126,0,0,0,0,0,0,0,200,0,0,0,140,0,0,0,0,0,0,0,0,0,810,0,0,0,0,0,0,0,1,"D",.,"A","1","D","1","D","01","D",,"A","03","D",,"A",,"A","06","D",,"A","0","D","01","36",.,"A",.,"A",.,"A",0.4313044,"D",9314,0,0,0,0,"D",0,"D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12424,"D",12168,"D","01","D",,"A",9314,0,9314,0,5451,0,3300,0,0,0,0,0,0,0,0,0,979,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,"10","D",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","1","D",251155,5,"6","D",,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,0.4514454,"D",0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,100,0,"D",1700,"D",1700,1700,1700,1700,1700,1700,"D",1700,1700,1700,1700,1700,100,.,"A",.,.,.,.,.,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,100,.,"A",.,.,.,.,.,100,0,"D",0,"D",0,"D",0,0,0,0,0,100,0,"D",0,0,0,0,0,100,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,100,0.0175377,"D",0.0210412,0.022093,0.0213304,0.0203063,0.022663,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,1700,"D",1700,1700,1700,1700,1700,100,"1","D","1","1","1","1","1","1","D","1","1","1","1","1","01","D","01","01","01","01","01",0,"D",0,0,0,0,0,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,"2","D",.,"A","1109",,"A",,"A",,"A",,"A",,"A",.,"A","1",,"13",,"C"
2511565,"1","D",62,"D",.,"A",0,"D",1,"D",0,"D",0,"D",0,"D",2,"D",4,"D","1",.,"A","01","D",11000,"D","1","D",.,"A","3","D",-15000,"D",.,"A","2","D",6000,"D","3","D",-20000,"D","1","D",.,"A","2","D","1","D","13","D",,"A",1,"D","8","D",0,"D",2000,"D",.,"A",0,"D",0,"D",23700,"D",21100,"D",0,"D",.,"C",13571.684,0,"D",0,"D",0,"D",0,"D",16800,"D",0,"D",0,"D",0,"D","2","D",0,"D",28,"D",.,"A",0.2342,"D",.,"A",.,"A",,"A",,"A","1","D",,"A",46,"D",.,"A",.,"A",1500,"D",.,"A",.,"A","2","D",.,"A",1,"D",0,"D",2,"D","04","D",,"A",.,"A",.,"A",1500,"D",0,"D",0,"D","1","01","D",.,"A","2","D",.,"A","01","2013",,"A","1","D","4",1600,"D","1","D",8,"D",.,"A",39000,"D",300000,"D",.,"A",.,"A","2","D",,"A",.,"A",600,"D","1",.,"A","2","D",.,"A",-2600,"D",.,"A",10000,"D",3,"D",.,"A",.,"A",.,"A",26350.599,27365.456,.,.,26350.4,26696.298,28521.715,.,25682.224,25214.545,27010.587,26242.171,26005.979,.,.,.,28255.209,.,28235.433,26993.663,26131.87,.,.,.,.,.,27393.933,.,.,.,25898.197,29390.898,.,27714.524,.,31195.889,27921.367,.,.,25882.062,.,.,28750.65,.,7291.8,0,1989,0,689,0,1300,0,1300,0,0,0,0,0,2705,0,1295,0,1295,0,0,0,900,0,395,0,0,0,0,0,0,0,0,0,918,0,198,0,120,0,0,0,0,0,0,0,270,0,330,0,60,0,0,0,0,0,0,0,60,0,432,0,0,0,329,0,0,0,0,0,103,0,0,0,413,0,0,0,0,0,0,0,135,0,135,0,0,0,180,0,98,0,0,0,805,0,0,0,0,0,0,0,551,0,0,0,0,0,205,0,0,0,49,0,49,0,0,0,500,0,0,0,500,0,0,0,0,0,594,0,12,0,460,0,122,0,122,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,85.8,0,0,0,85.8,0,1,"D",.,"A","2","D","2","D","01","D",,"A","01","D",,"A","02","D",,"A",,"A","0","D","05","06",.,"A",.,"A",.,"A",0.2969275,"D",7591.8,0,400,0,0,"D",0,"D",60,0,0,0,0,0,0,0,0,0,0,0,60,0,11,0,0,0,0,0,0,0,0,0,49,0,48,0,33,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12424,"D",12168,"D","01","D","03","D",7291.8,0,7591.8,0,2705,0,1295,0,1295,0,0,0,0,0,0,0,805,0,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,0,0,0,100,0,0,0,"04","D",,"A",.,"A","02","D",1300,"D",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A",,"A",.,"A","2","D",251156,5,,"A",,"A",.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,0.3206843,"D",0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,100,0,"D",28082.8,"D",34178,24764,24951,28813,27708,25482.8,"D",31578,22164,22351,26213,25108,402,1197.6,"D",1676,1079,1041,1137,1055,301,343.2,"D",773,98,116,404,325,0,"D",0,0,0,0,0,100,.,"A",.,.,.,.,.,100,0,"D",0,"D",16800,"D",16800,16800,16800,16800,16800,100,4485.2,"D",10102,1285,1510,5276,4253,201,0,"D",0,0,0,0,0,0,"D",0,0,0,0,0,100,0.2729044,"D",0.3619436,0.2404076,0.2480366,0.2901206,0.2793142,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,1500,"D",1500,1500,1500,1500,1500,100,.,"A",.,.,.,.,.,100,1500,"D",1500,1500,1500,1500,1500,100,"2","D","2","2","2","2","2","2","D","2","2","2","2","2","01","D","01","01","01","01","01",-2600,"D",-2600,-2600,-2600,-2600,-2600,.,"A",.,.,.,.,.,100,.,"A",.,.,.,.,.,100,"2","D",.,"A","1420","2","D",,"A",,"A",,"A",,"A",.,"A","2",,"13","1991","D"
