"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","NUMLOC","NUMLOC_","LOCLODGX","LOCL_DGX","ALCMEALX","ALCM_ALX","ALCGROCX","ALCG_OCX","LOCADMSX","LOCA_MSX","FOODLCDL","FOOD_CDL","LODGLCDL","LODG_CDL","ENTRLCDL","ENTR_CDL","ELSELCDL","ELSE_CDL","QLCMLAX","QLCMLAX_","QLCGLAX","QLCGLAX_"
"20141",2714793,30,0,"1",1,"D",54,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",30,"D"
"20141",2714983,26,0,"1",3,"D",500,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",150,"D",.,"A"
"20141",2718293,80,0,"1",2,"D",160,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",90,"D",.,"A"
"20141",2719644,57,0,"1",1,"D",60,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20141",2722703,14,0,"1",3,"D",.,"A",.,"A",.,"A",300,"D",,"A",,"A",,"A",,"A",500,"D",50,"D"
"20141",2728503,52,0,"1",2,"D",1400,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20141",2731443,33,0,"1",2,"D",250,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",40,"D",.,"A"
"20141",2734143,34,0,"1",1,"D",270,"D",60,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",540,"D",.,"A"
"20141",2736103,41,0,"1",40,"D",4811,"G",1206,"G",761,"G",1454,"G",,"A",,"A",,"A",,"A",3774,"G",1834,"G"
"20141",2739783,68,0,"1",2,"D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",30,"D",.,"A"
"20141",2739983,45,0,"1",1,"D",250,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20141",2742393,30,0,"1",1,"D",70,"D",5,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",20,"D",.,"A"
"20141",2745463,26,0,"1",1,"D",88,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",35,"D",10,"D"
"20141",2747272,14,0,"1",1,"D",65,"D",.,"A",20,"D",.,"A",,"A",,"A",,"A",,"A",.,"A",10,"D"
"20141",2748142,60,0,"1",5,"D",578,"G",103,"G",2,"G",305,"G","1","D","1","D","1","D","1","D",287,"G",6,"G"
"20141",2749212,88,0,"1",1,"D",125,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20141",2749922,17,0,"1",2,"D",100,"D",50,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",.,"A"
"20141",2751912,31,0,"1",1,"D",140,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",.,"A"
"20141",2755062,41,0,"1",1,"D",80,"D",.,"A",.,"A",115,"D",,"A",,"A",,"A",,"A",80,"D",.,"A"
"20141",2755302,14,0,"1",1,"D",.,"A",.,"A",.,"A",20,"D",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20141",2759772,41,0,"1",1,"D",95,"D",.,"A",.,"A",30,"D",,"A",,"A",,"A",,"A",100,"D",.,"A"
"20141",2761692,32,0,"1",5,"D",.,"A",50,"D",.,"A",.,"A","2","D","1","D","2","D","2","D",300,"D",15,"D"
"20141",2762062,46,0,"1",2,"D",350,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",200,"D",.,"A"
"20141",2762412,46,0,"1",1,"D",292,"F",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20141",2762892,88,0,"1",2,"D",174,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",60,"D",.,"A"
"20141",2763142,25,0,"1",6,"D",420,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20141",2763622,38,0,"1",1,"D",151,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",21,"D",.,"A"
"20141",2766633,43,0,"1",3,"D",330,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20141",2768422,42,0,"1",2,"D",199,"G",29,"G",.,"A",91,"G","1","D","1","D","1","D","1","D",81,"G",30,"D"
"20141",2769862,22,0,"1",2,"D",177,"G",26,"G",.,"A",.,"A","1","D","1","D","2","D","2","D",72,"G",.,"A"
"20141",2772172,41,0,"1",1,"D",50,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",25,"D",.,"A"
"20141",2772192,48,0,"1",1,"D",180,"D",20,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",140,"D",.,"A"
"20141",2772952,28,0,"1",1,"D",89,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",20,"D",.,"A"
"20141",2775454,22,0,"1",3,"D",60,"D",15,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",95,"D",.,"A"
"20141",2776562,16,0,"1",10,"D",600,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",200,"D",.,"A"
"20141",2776932,42,0,"1",1,"D",150,"D",60,"F",.,"A",.,"A",,"A",,"A",,"A",,"A",90,"F",.,"A"
"20141",2777012,57,0,"1",1,"D",89,"D",12,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",40,"D",.,"A"
"20141",2777802,58,0,"1",1,"D",99,"D",20,"D",.,"A",130,"D",,"A",,"A",,"A",,"A",130,"D",.,"A"
"20141",2778302,24,0,"1",1,"D",70,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",30,"D",6,"D"
"20141",2779382,17,0,"1",2,"D",250,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20141",2784462,18,0,"1",1,"D",.,"A",.,"A",.,"A",5,"D",,"A",,"A",,"A",,"A",20,"D",.,"A"
"20141",2788294,30,0,"1",2,"D",130,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",100,"D",.,"A"
"20141",2799055,39,0,"1",2,"D",160,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",20,"D",.,"A"
"20141",2809235,18,0,"1",16,"D",400,"D",600,"D",.,"A",200,"D",,"A",,"A",,"A",,"A",600,"D",300,"D"
